id,institute,mission_name,mission_number,survey_number,vessel,display_tz,stratification_type,chief_scientist,samplers,description,notes,area_of_operation,start_date,end_date,start_latitude,start_longitude,end_latitude,end_longitude,station_collection,default_map,track_map_resolution,fishing_track_map_resolution,targeted_trawl_speed,targeted_vessel_speed,targeted_time_on_station,targeted_trawl_duration,targeted_trawl_distance,sampling_protocol,next_when_complete,incomplete_warning,no_basket_wts,basket_specimen_popup,default_length_type,default_length_unit,default_weight_type,default_weight_unit,default_rounding_rule,default_max_basket_weight,required_set_fields,available_fishing_event_types,start_fishing_event_type,end_fishing_event_type,starting_bottle_uid,ctd_filename_prefix,oceanography_bottle_sort,collection_fields,required_ocean_fields,required_ocean_events,is_archived,last_modified_date,creation_date,season,is_active,institute_id,vessel_id,stratification_type_id,station_collection_id,default_map_id,sampling_protocol_id
16,Gulf Fisheries Centre,2021 Gulf Region Ecosystem Comparative Survey,CJC-2021-222,,Capt. Jacques Cartier CFA3098,Canada/Atlantic,8 - Random sampling,François Turcotte/Nicolas Rolland,"Natalie Asselin
Jamie Emberley
Bruno Comeau
Jordan Ouellet-Plante
Kayla Silver
Marie-France Robichaud
Santiago Andra
Elise Collet
Patricia Hanley
Caira Clark
Marie-Claude Marquis
Jake Glaspy
Fanny Fonton",Bottom trawl comparative survey of the sGSL,"Prior to set 11, Atlantic cod sex observation type was not required, added for set 11 onward by FT and DF sept 1 2021 18:49.
Prior to set 11, Skates (thorny, smooth, spinytail) and bobtail disk width observation type was not required, added for set 11 onward by FT and DF sept 1 2021 18:49.",sGSL,2021-08-28 11:00:00+00:00,2021-09-29 00:00:00+00:00,44.681945,-63.613153,46.2297,-63.12276,2021 Gulf Region Ecosystem Survey,Nicolas Rolland - Gulf Region RV Survey Field Map (6),60,5,3.0,9.0,2.5,20.0,1.0,2021 Gulf Region Ecosystem Comparative Survey (POST-SURVEY),True,True,False,True,16,2,14,3,1,40,"['new_station', 'experiment_type', 'start_date', 'start_latitude_DD', 'start_latitude_MMmm', 'start_longitude_DD', 'start_longitude_MMmm', 'start_depth_m', 'end_date', 'end_latitude_DD', 'end_latitude_MMmm', 'end_longitude_DD', 'end_longitude_MMmm', 'end_depth_m', 'bridge', 'recorder', 'gear_type', 'auxiliary_equipment', 'port_warp', 'starboard_warp', 'warp_units_code', 'ship_direction', 'ship_speed', 'ship_speed_obtained_code', 'distance_towed', 'distance_towed_obtained_code', 'set_result', 'barometer', 'air_temperature_celsius', 'cloud_coverage_code', 'weather_code', 'sea_code', 'swell_height_code', 'wind_direction_degree', 'wind_direction_code', 'wind_force_kts', 'wind_force_code', 'operations']","['2', '3', '4', '5', '6', '7', '8']",4,6,483251,21221,bottle_uid,"['collect_edna', 'collect_tic', 'collect_chlorophyll', 'collect_nutrients', 'collect_oxygen', 'collect_salinity']","['sounding', 'surface_temp', 'sea', 'sky', 'wind', 'operator', 'wire_out', 'wire_angle', 'tow_speed_down', 'tow_speed_up', 'ctd_filename', 'min_altimeter_height', 'min_bottle_height', 'max_ctd_depth', 'ctd_5m_temp', 'ctd_5m_salinity', 'ctd_bottom_temp', 'ctd_bottom_salinity', 'tow_id', 'tow_number', 'flow_meter_start', 'flow_meter_end']","['1', '3']",False,2021-10-08 16:12:40.035275+00:00,2021-07-08 13:06:28.381000+00:00,2021,True,1,5,9,8,10,13
